Protocol,FIN Flag Cnt,Init Bwd Win Byts,SYN Flag Cnt,Down/Up Ratio,Src Port,Dst Port,ACK Flag Cnt,Bwd Header Len,Fwd Pkt Len Min,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Label
6,0,215,1,1,37201,80,0,144,0,192.168.3.130-200.175.2.130-80-37201-6,200.175.2.130,37201,192.168.3.130,80,6,9/1/2020 16:30,Probe
17,0,-1,0,3,34550,53,0,24,42,192.168.20.133-192.168.20.2-34550-53-17,192.168.20.133,34550,192.168.20.2,53,17,7/2/2020 18:21,Normal
6,1,63,0,2,80,40353,1,232,0,192.168.3.130-200.175.2.130-80-40353-6,192.168.3.130,80,200.175.2.130,40353,6,9/1/2020 16:30,Probe
6,1,63,0,2,80,46319,1,232,0,192.168.3.130-200.175.2.130-80-46319-6,192.168.3.130,80,200.175.2.130,46319,6,9/1/2020 16:32,Probe
6,0,5840,1,0,1418,80,0,116,0,192.168.3.130-23.247.94.84-80-1418-6,23.247.94.84,1418,192.168.3.130,80,6,10/1/2020 5:21,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-21.140.126.22-0-0-0,21.140.126.22,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,1,38678,443,1,5520,0,130.211.34.132-192.168.20.133-443-38678-6,192.168.20.133,38678,130.211.34.132,443,6,5/2/2020 14:23,Normal
17,0,-1,0,3,33133,53,0,24,30,192.168.20.133-192.168.20.2-33133-53-17,192.168.20.133,33133,192.168.20.2,53,17,5/2/2020 13:38,Normal
6,1,63,0,2,80,46327,1,232,0,192.168.3.130-200.175.2.130-80-46327-6,192.168.3.130,80,200.175.2.130,46327,6,9/1/2020 16:30,Probe
17,0,-1,0,1,53,44793,0,8,95,192.168.20.129-192.168.20.2-44793-53-17,192.168.20.2,53,192.168.20.129,44793,17,7/2/2020 14:39,Normal
0,0,-1,0,0,0,0,0,0,0,139.113.174.89-192.168.3.130-0-0-0,139.113.174.89,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-23.121.148.131-0-0-0,23.121.148.131,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,0,80,43131,1,64,0,192.168.3.130-200.175.2.130-80-43131-6,192.168.3.130,80,200.175.2.130,43131,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,131.42.245.217-192.168.3.130-0-0-0,131.42.245.217,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,37533,7412,0,60,0,192.168.3.130-200.175.2.130-7412-37533-6,200.175.2.130,37533,192.168.3.130,7412,6,9/1/2020 17:32,Probe
6,0,64240,0,0,443,52388,1,20,0,192.168.20.133-104.27.177.137-52388-443-6,104.27.177.137,443,192.168.20.133,52388,6,5/2/2020 12:20,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-220.252.220.181-0-0-0,220.252.220.181,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,1,37022,443,0,84,0,192.168.20.133-37.252.172.250-37022-443-6,192.168.20.133,37022,37.252.172.250,443,6,5/2/2020 12:27,Normal
17,0,-1,0,3,37383,53,0,24,30,192.168.20.133-192.168.20.2-37383-53-17,192.168.20.133,37383,192.168.20.2,53,17,5/2/2020 15:07,Normal
17,0,-1,0,3,50211,53,0,24,32,192.168.20.133-192.168.20.2-50211-53-17,192.168.20.133,50211,192.168.20.2,53,17,5/2/2020 12:26,Normal
17,0,-1,0,1,53,60503,0,8,95,192.168.20.129-192.168.20.2-60503-53-17,192.168.20.2,53,192.168.20.129,60503,17,5/2/2020 12:06,Normal
6,0,0,1,0,43201,839,0,60,0,192.168.3.130-200.175.2.130-839-43201-6,200.175.2.130,43201,192.168.3.130,839,6,9/1/2020 17:32,Probe
6,0,64240,0,1,47948,443,1,620,0,192.168.20.133-3.215.232.56-47948-443-6,192.168.20.133,47948,3.215.232.56,443,6,5/2/2020 14:24,Normal
6,0,64240,0,1,48656,443,1,520,0,192.168.20.133-31.13.73.18-48656-443-6,192.168.20.133,48656,31.13.73.18,443,6,5/2/2020 13:32,Normal
0,0,-1,0,0,0,0,0,0,0,173.93.167.6-192.168.3.130-0-0-0,173.93.167.6,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,64240,0,0,49256,443,1,40,0,185.33.223.202-192.168.20.133-443-49256-6,192.168.20.133,49256,185.33.223.202,443,6,5/2/2020 12:08,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-126.245.148.49-0-0-0,126.245.148.49,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,38992,80,0,144,0,192.168.3.130-200.175.2.130-80-38992-6,200.175.2.130,38992,192.168.3.130,80,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-22.216.94.2-0-0-0,22.216.94.2,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-192.97.126.76-0-0-0,192.97.126.76,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,189.217.23.93-192.168.3.130-0-0-0,189.217.23.93,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,60779,53,0,24,51,192.168.20.133-192.168.20.2-60779-53-17,192.168.20.133,60779,192.168.20.2,53,17,31/12/2019 02:30:25 PM,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-119.72.218.143-0-0-0,119.72.218.143,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,35007,80,0,144,0,192.168.3.130-200.175.2.130-80-35007-6,200.175.2.130,35007,192.168.3.130,80,6,9/1/2020 16:29,Probe
17,0,-1,0,3,39383,53,0,24,34,192.168.20.133-192.168.20.2-39383-53-17,192.168.20.133,39383,192.168.20.2,53,17,4/2/2020 12:35,Normal
6,0,64240,1,1,48368,443,0,424,0,192.168.20.133-74.125.193.101-48368-443-6,192.168.20.133,48368,74.125.193.101,443,6,7/2/2020 18:54,Normal
6,1,63,0,2,80,46813,1,232,0,192.168.3.130-200.175.2.130-80-46813-6,192.168.3.130,80,200.175.2.130,46813,6,9/1/2020 16:32,Probe
6,1,63,0,2,80,33465,1,232,0,192.168.3.130-200.175.2.130-80-33465-6,192.168.3.130,80,200.175.2.130,33465,6,9/1/2020 16:30,Probe
6,1,63,0,0,80,34183,1,64,0,192.168.3.130-200.175.2.130-80-34183-6,192.168.3.130,80,200.175.2.130,34183,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-89.142.245.60-0-0-0,89.142.245.60,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-107.49.154.24-0-0-0,107.49.154.24,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,215,1,1,42600,80,0,144,0,192.168.3.130-200.175.2.130-80-42600-6,200.175.2.130,42600,192.168.3.130,80,6,9/1/2020 16:32,Probe
6,0,0,1,0,46161,9389,0,60,0,192.168.3.130-200.175.2.130-9389-46161-6,200.175.2.130,46161,192.168.3.130,9389,6,9/1/2020 17:32,Probe
6,0,215,1,1,36359,80,0,144,0,192.168.3.130-200.175.2.130-80-36359-6,200.175.2.130,36359,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,0,0,1,0,36403,9059,0,60,0,192.168.3.130-200.175.2.130-9059-36403-6,200.175.2.130,36403,192.168.3.130,9059,6,9/1/2020 17:32,Probe
6,0,64240,0,1,443,35490,1,20,0,192.168.20.133-104.103.192.172-35490-443-6,104.103.192.172,443,192.168.20.133,35490,6,5/2/2020 12:02,Normal
6,0,64239,0,1,443,39254,1,20,0,192.168.20.133-209.85.203.149-39254-443-6,209.85.203.149,443,192.168.20.133,39254,6,5/2/2020 14:58,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-8.21.114.192-0-0-0,8.21.114.192,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,0,443,41584,1,20,0,185.127.17.56-192.168.20.133-443-41584-6,185.127.17.56,443,192.168.20.133,41584,6,5/2/2020 12:11,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-194.146.30.37-0-0-0,194.146.30.37,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,33838,443,0,304,0,185.127.17.56-192.168.20.133-443-33838-6,192.168.20.133,33838,185.127.17.56,443,6,5/2/2020 15:02,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-4.17.175.96-0-0-0,4.17.175.96,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-64.85.143.99-0-0-0,64.85.143.99,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,43957,1,232,0,192.168.3.130-200.175.2.130-80-43957-6,192.168.3.130,80,200.175.2.130,43957,6,9/1/2020 16:32,Probe
17,0,-1,0,3,55731,53,0,24,34,192.168.20.133-192.168.20.2-55731-53-17,192.168.20.133,55731,192.168.20.2,53,17,7/2/2020 19:16,Normal
0,0,-1,0,0,0,0,0,0,0,145.143.1.103-192.168.3.130-0-0-0,145.143.1.103,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-57.132.129.168-0-0-0,57.132.129.168,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,145.41.189.71-192.168.3.130-0-0-0,145.41.189.71,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,33817,1,232,0,192.168.3.130-200.175.2.130-80-33817-6,192.168.3.130,80,200.175.2.130,33817,6,9/1/2020 16:30,Probe
6,0,64240,0,1,40712,443,1,420,0,192.168.20.133-31.13.73.18-40712-443-6,192.168.20.133,40712,31.13.73.18,443,6,4/2/2020 12:27,Normal
17,0,-1,0,3,46638,53,0,24,32,192.168.20.133-192.168.20.2-46638-53-17,192.168.20.133,46638,192.168.20.2,53,17,4/2/2020 18:14,Normal
17,0,-1,0,3,43089,53,0,24,39,192.168.20.133-192.168.20.2-43089-53-17,192.168.20.133,43089,192.168.20.2,53,17,7/2/2020 18:44,Normal
0,0,-1,0,0,0,0,0,0,0,165.253.118.77-192.168.3.130-0-0-0,165.253.118.77,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,1,47306,443,1,28280,0,192.168.20.133-31.13.73.22-47306-443-6,192.168.20.133,47306,31.13.73.22,443,6,5/2/2020 13:21,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-42.248.107.93-0-0-0,42.248.107.93,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-119.220.162.34-0-0-0,119.220.162.34,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,180.38.114.154-192.168.3.130-0-0-0,180.38.114.154,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,36037,53,0,24,34,192.168.20.133-192.168.20.2-36037-53-17,192.168.20.133,36037,192.168.20.2,53,17,5/2/2020 14:28,Normal
6,0,0,1,0,44897,9877,0,60,0,192.168.3.130-200.175.2.130-9877-44897-6,200.175.2.130,44897,192.168.3.130,9877,6,9/1/2020 17:32,Probe
17,0,-1,0,3,36190,53,0,24,40,192.168.20.133-192.168.20.2-36190-53-17,192.168.20.133,36190,192.168.20.2,53,17,5/2/2020 14:23,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-60.235.241.161-0-0-0,60.235.241.161,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,188.207.132.109-192.168.3.130-0-0-0,188.207.132.109,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,185.191.146.84-192.168.3.130-0-0-0,185.191.146.84,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-5.6.195.93-0-0-0,5.6.195.93,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,33360,443,0,404,0,185.127.17.56-192.168.20.133-443-33360-6,192.168.20.133,33360,185.127.17.56,443,6,5/2/2020 14:57,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-71.252.50.58-0-0-0,71.252.50.58,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-3.185.166.241-0-0-0,3.185.166.241,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,185.59.107.60-192.168.3.130-0-0-0,185.59.107.60,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,48761,53,0,24,33,192.168.20.133-192.168.20.2-48761-53-17,192.168.20.133,48761,192.168.20.2,53,17,7/2/2020 14:06,Normal
17,0,-1,0,3,37670,53,0,24,30,192.168.20.133-192.168.20.2-37670-53-17,192.168.20.133,37670,192.168.20.2,53,17,5/2/2020 12:49,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-201.131.139.49-0-0-0,201.131.139.49,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,144.118.8.226-192.168.3.130-0-0-0,144.118.8.226,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,1,42008,443,1,180,0,192.168.20.133-74.125.193.189-42008-443-6,192.168.20.133,42008,74.125.193.189,443,6,7/2/2020 15:13,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-207.227.66.238-0-0-0,207.227.66.238,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,43561,1,232,0,192.168.3.130-200.175.2.130-80-43561-6,192.168.3.130,80,200.175.2.130,43561,6,9/1/2020 16:32,Probe
6,1,63,0,2,80,45787,1,232,0,192.168.3.130-200.175.2.130-80-45787-6,192.168.3.130,80,200.175.2.130,45787,6,9/1/2020 16:29,Probe
6,0,64240,0,0,443,47338,1,20,0,185.127.17.56-192.168.20.133-443-47338-6,185.127.17.56,443,192.168.20.133,47338,6,5/2/2020 13:31,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-115.72.38.221-0-0-0,115.72.38.221,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,44967,5919,0,60,0,192.168.3.130-200.175.2.130-5919-44967-6,200.175.2.130,44967,192.168.3.130,5919,6,9/1/2020 17:32,Probe
6,0,64240,0,0,443,53302,1,320,0,192.168.20.133-31.13.73.18-53302-443-6,31.13.73.18,443,192.168.20.133,53302,6,7/2/2020 16:07,Normal
6,1,63,0,2,80,44149,1,232,0,192.168.3.130-200.175.2.130-80-44149-6,192.168.3.130,80,200.175.2.130,44149,6,9/1/2020 16:32,Probe
6,0,64240,0,1,36470,443,1,40,0,192.168.20.133-74.125.193.119-36470-443-6,192.168.20.133,36470,74.125.193.119,443,6,5/2/2020 12:37,Normal
6,1,63,0,0,80,33173,1,64,0,192.168.3.130-200.175.2.130-80-33173-6,192.168.3.130,80,200.175.2.130,33173,6,9/1/2020 16:33,Probe
6,1,63,0,2,80,43867,1,232,0,192.168.3.130-200.175.2.130-80-43867-6,192.168.3.130,80,200.175.2.130,43867,6,9/1/2020 16:32,Probe
6,1,63,0,2,80,44625,1,232,0,192.168.3.130-200.175.2.130-80-44625-6,192.168.3.130,80,200.175.2.130,44625,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-209.68.70.22-0-0-0,209.68.70.22,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,43917,1,232,0,192.168.3.130-200.175.2.130-80-43917-6,192.168.3.130,80,200.175.2.130,43917,6,9/1/2020 16:30,Probe
6,0,0,0,1,443,33310,1,100,0,185.127.17.56-192.168.20.133-443-33310-6,185.127.17.56,443,192.168.20.133,33310,6,5/2/2020 14:57,Normal
6,0,0,1,0,43237,8944,0,60,0,192.168.3.130-200.175.2.130-8944-43237-6,200.175.2.130,43237,192.168.3.130,8944,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-194.234.160.189-0-0-0,194.234.160.189,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-60.192.121.185-0-0-0,60.192.121.185,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,187.94.74.107-192.168.3.130-0-0-0,187.94.74.107,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,144.132.182.227-192.168.3.130-0-0-0,144.132.182.227,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-110.167.239.187-0-0-0,110.167.239.187,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-197.51.69.104-0-0-0,197.51.69.104,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-61.189.162.64-0-0-0,61.189.162.64,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,37557,3885,0,60,0,192.168.3.130-200.175.2.130-3885-37557-6,200.175.2.130,37557,192.168.3.130,3885,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,154.76.48.241-192.168.3.130-0-0-0,154.76.48.241,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64239,0,1,53,57690,1,20,0,192.168.20.133-192.168.20.2-57690-53-6,192.168.20.2,53,192.168.20.133,57690,6,5/2/2020 13:33,Normal
6,0,0,1,0,42347,557,0,60,0,192.168.3.130-200.175.2.130-557-42347-6,200.175.2.130,42347,192.168.3.130,557,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,146.74.90.19-192.168.3.130-0-0-0,146.74.90.19,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,0,443,57944,1,20,0,192.168.20.133-74.125.193.94-57944-443-6,74.125.193.94,443,192.168.20.133,57944,6,7/2/2020 15:31,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-110.28.158.46-0-0-0,110.28.158.46,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,34163,1,232,0,192.168.3.130-200.175.2.130-80-34163-6,192.168.3.130,80,200.175.2.130,34163,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-14.164.241.255-0-0-0,14.164.241.255,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,43693,53,0,24,48,192.168.20.133-192.168.20.2-43693-53-17,192.168.20.133,43693,192.168.20.2,53,17,5/2/2020 12:47,Normal
17,0,-1,0,3,38325,53,0,24,32,192.168.20.133-192.168.20.2-38325-53-17,192.168.20.133,38325,192.168.20.2,53,17,7/2/2020 14:09,Normal
17,0,-1,0,0,48562,53,0,16,0,192.168.20.133-192.168.20.2-48562-53-17,192.168.20.133,48562,192.168.20.2,53,17,4/2/2020 18:26,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-117.118.107.4-0-0-0,117.118.107.4,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,162.213.236.32-192.168.3.130-0-0-0,162.213.236.32,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,168.7.253.181-192.168.3.130-0-0-0,168.7.253.181,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,131.216.194.89-192.168.3.130-0-0-0,131.216.194.89,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,44905,9128,0,60,0,192.168.3.130-200.175.2.130-9128-44905-6,200.175.2.130,44905,192.168.3.130,9128,6,9/1/2020 17:32,Probe
6,1,63,0,2,80,35591,1,232,0,192.168.3.130-200.175.2.130-80-35591-6,192.168.3.130,80,200.175.2.130,35591,6,9/1/2020 16:30,Probe
6,1,63,0,0,80,33853,1,64,0,192.168.3.130-200.175.2.130-80-33853-6,192.168.3.130,80,200.175.2.130,33853,6,9/1/2020 16:33,Probe
6,1,63,0,2,80,36981,1,232,0,192.168.3.130-200.175.2.130-80-36981-6,192.168.3.130,80,200.175.2.130,36981,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-5.97.241.191-0-0-0,5.97.241.191,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,146.5.197.73-192.168.3.130-0-0-0,146.5.197.73,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,215,1,1,40431,80,0,144,0,192.168.3.130-200.175.2.130-80-40431-6,200.175.2.130,40431,192.168.3.130,80,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-110.58.8.79-0-0-0,110.58.8.79,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-220.6.150.236-0-0-0,220.6.150.236,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,2003,0,0,35835,80,1,544,0,192.168.3.130-200.175.2.130-80-35835-6,200.175.2.130,35835,192.168.3.130,80,6,9/1/2020 19:30,DoS
6,0,64240,1,1,51436,443,0,4004,0,192.168.20.133-74.125.168.10-51436-443-6,192.168.20.133,51436,74.125.168.10,443,6,7/2/2020 17:26,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-8.5.160.212-0-0-0,8.5.160.212,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,1,37938,443,1,80,0,192.168.20.133-104.24.121.37-37938-443-6,192.168.20.133,37938,104.24.121.37,443,6,7/2/2020 13:53,Normal
6,0,0,1,0,29807,2510,0,40,0,192.168.3.130-200.175.2.130-2510-29807-6,200.175.2.130,29807,192.168.3.130,2510,6,9/1/2020 17:54,Probe
6,0,0,0,1,57928,80,0,20,0,192.168.3.130-200.175.2.130-80-57928-6,200.175.2.130,57928,192.168.3.130,80,6,9/1/2020 19:51,DoS
6,0,215,1,1,45501,80,0,144,0,192.168.3.130-200.175.2.130-80-45501-6,200.175.2.130,45501,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,0,215,1,1,37472,80,0,144,0,192.168.3.130-200.175.2.130-80-37472-6,200.175.2.130,37472,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,0,64240,0,0,443,54312,1,20,0,192.168.20.133-74.214.194.133-54312-443-6,74.214.194.133,443,192.168.20.133,54312,6,5/2/2020 13:40,Normal
6,1,63,0,0,80,33735,1,64,0,192.168.3.130-200.175.2.130-80-33735-6,192.168.3.130,80,200.175.2.130,33735,6,9/1/2020 16:32,Probe
17,0,-1,0,3,46605,53,0,24,36,192.168.20.133-192.168.20.2-46605-53-17,192.168.20.133,46605,192.168.20.2,53,17,5/2/2020 14:54,Normal
0,0,-1,0,0,0,0,0,0,0,184.107.74.62-192.168.3.130-0-0-0,184.107.74.62,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-76.187.234.142-0-0-0,76.187.234.142,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-36.20.240.132-0-0-0,36.20.240.132,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-13.123.66.79-0-0-0,13.123.66.79,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-49.69.30.107-0-0-0,49.69.30.107,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,34343,1,232,0,192.168.3.130-200.175.2.130-80-34343-6,192.168.3.130,80,200.175.2.130,34343,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-126.3.148.94-0-0-0,126.3.148.94,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,43275,1,64,0,192.168.3.130-200.175.2.130-80-43275-6,192.168.3.130,80,200.175.2.130,43275,6,9/1/2020 16:33,Probe
6,1,63,0,2,80,40303,1,232,0,192.168.3.130-200.175.2.130-80-40303-6,192.168.3.130,80,200.175.2.130,40303,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,140.21.104.109-192.168.3.130-0-0-0,140.21.104.109,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,41501,80,0,144,0,192.168.3.130-200.175.2.130-80-41501-6,200.175.2.130,41501,192.168.3.130,80,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-60.38.166.30-0-0-0,60.38.166.30,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,43725,1,232,0,192.168.3.130-200.175.2.130-80-43725-6,192.168.3.130,80,200.175.2.130,43725,6,9/1/2020 16:32,Probe
17,0,-1,0,3,38738,53,0,24,40,192.168.20.133-192.168.20.2-38738-53-17,192.168.20.133,38738,192.168.20.2,53,17,5/2/2020 14:03,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-201.148.73.156-0-0-0,201.148.73.156,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,38051,1,232,0,192.168.3.130-200.175.2.130-80-38051-6,192.168.3.130,80,200.175.2.130,38051,6,9/1/2020 16:30,Probe
6,0,181,1,1,57964,80,0,400,0,192.168.3.130-200.175.2.130-80-57964-6,200.175.2.130,57964,192.168.3.130,80,6,9/1/2020 19:48,DoS
0,0,-1,0,0,0,0,0,0,0,187.197.181.29-192.168.3.130-0-0-0,187.197.181.29,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,34065,1,64,0,192.168.3.130-200.175.2.130-80-34065-6,192.168.3.130,80,200.175.2.130,34065,6,9/1/2020 16:32,Probe
6,0,64240,0,1,48656,443,1,560,0,192.168.20.133-31.13.73.18-48656-443-6,192.168.20.133,48656,31.13.73.18,443,6,5/2/2020 12:14,Normal
6,0,64240,1,1,41540,443,0,524,0,192.168.20.133-216.52.2.19-41540-443-6,192.168.20.133,41540,216.52.2.19,443,6,5/2/2020 13:42,Normal
6,0,64240,1,0,38278,443,0,324,0,192.168.20.133-52.89.51.22-38278-443-6,192.168.20.133,38278,52.89.51.22,443,6,31/12/2019 02:27:55 PM,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-31.214.141.177-0-0-0,31.214.141.177,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-222.42.162.47-0-0-0,222.42.162.47,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,0,80,33283,1,64,0,192.168.3.130-200.175.2.130-80-33283-6,192.168.3.130,80,200.175.2.130,33283,6,9/1/2020 16:32,Probe
6,1,63,0,2,80,39259,1,232,0,192.168.3.130-200.175.2.130-80-39259-6,192.168.3.130,80,200.175.2.130,39259,6,9/1/2020 16:30,Probe
