Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.20.133-192.168.20.2-55079-53-17,192.168.20.133,55079,192.168.20.2,53,17,5/2/2020 19:22,3747,1,3,40.0,472.0,40,40,40.0,0.0,269,40,157.33333330000005,114.60511909999998,136642.6475,1067.520683,1249.0,1467.228339,2884.0,47.0,0.0,0.0,0.0,0.0,0.0,3747.0,1873.5,1495.530842,2931.0,816.0,0,0,0,0,8,24,266.88017080000003,800.6405124,40,269,110.4,103.4277526,10697.3,0,0,0,0,0,0,0,0,3,138.0,40.0,157.33333330000005,0,0,0,0,0,0,1,40,3,472,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.133-192.168.20.2-40471-53-17,192.168.20.133,40471,192.168.20.2,53,17,5/2/2020 13:39,3304,1,3,37.0,665.0,37,37,37.0,0.0,320,37,221.6666667,160.03853700000005,212469.7337,1210.6537529999996,1101.333333,1792.537959,3171.0,43.0,0.0,0.0,0.0,0.0,0.0,3304.0,1652.0,2275.469622,3261.0,43.0,0,0,0,0,8,24,302.6634383,907.9903148,37,320,147.8,151.778457,23036.7,0,0,0,0,0,0,0,0,3,184.75,37.0,221.6666667,0,0,0,0,0,0,1,37,3,665,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-39.195.3.187-0-0-0,39.195.3.187,0,192.168.3.130,0,0,10/1/2020 5:56,23,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0.0,86956.52174,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-192.168.20.2-42125-53-17,192.168.20.133,42125,192.168.20.2,53,17,5/2/2020 14:23,2865,1,3,40.0,472.0,40,40,40.0,0.0,269,40,157.33333330000002,114.60511909999998,178708.5515,1396.160558,955.0,1191.608577,2309.0,66.0,0.0,0.0,0.0,0.0,0.0,2865.0,1432.5,1332.896283,2375.0,490.0,0,0,0,0,8,24,349.04013960000003,1047.120419,40,269,110.4,103.4277526,10697.3,0,0,0,0,0,0,0,0,3,138.0,40.0,157.33333330000002,0,0,0,0,0,0,1,40,3,472,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-200.175.2.130-150-36513-6,200.175.2.130,36513,192.168.3.130,150,6,9/1/2020 17:32,4,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,0,60,0.0,500000.0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.20.129-192.168.20.2-49104-53-17,192.168.20.2,53,192.168.20.129,49104,17,7/2/2020 17:52,32,1,1,178.0,95.0,178,178,178.0,0.0,95,95,95.0,0.0,8531250.0,62500.0,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,31250.0,31250.0,95,178,122.6666667,47.92007234,2296.333333,0,0,0,0,0,0,0,0,1,184.0,178.0,95.0,0,0,0,0,0,0,1,178,1,95,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-96.135.132.96-0-0-0,96.135.132.96,0,192.168.3.130,0,0,10/1/2020 5:57,15,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,0,0,0.0,133333.3333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-208.76.32.8-0-0-0,208.76.32.8,0,192.168.3.130,0,0,10/1/2020 5:56,12,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0,0,0,0,0,0,0.0,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-39915-6,192.168.3.130,80,200.175.2.130,39915,6,9/1/2020 16:30,61716230,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.972191594,0.162031932,6857358.889,20600000.0,61700000.0,10.0,2617.0,1308.5,1662.408043,2484.0,133.0,61700000.0,10300000.0,25200000.0,61700000.0,433.0,0,0,0,0,104,232,0.04860958,0.113422353,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,1409.0,0.0,1409.0,1409.0,61700000.0,0.0,61700000.0,61700000.0,Probe
164.204.4.102-192.168.3.130-0-0-0,164.204.4.102,0,192.168.3.130,0,0,10/1/2020 5:57,12,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0,0,0,0,0,0,0.0,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-39295-6,200.175.2.130,39295,192.168.3.130,80,6,9/1/2020 16:30,5505,4,4,30.0,30.0,30,0,7.5,15.0,30,0,7.5,15.0,10899.18256,1453.224342,786.4285714,1011.848944,2505.0,10.0,3571.0,1190.333333,1332.956238,2710.0,219.0,2358.0,786.0,1194.069093,2161.0,10.0,0,0,0,0,128,144,726.6121708,726.6121708,0,30,6.666666667,13.22875656,175.0,0,1,0,0,0,0,0,0,1,7.5,7.5,7.5,0,0,0,0,0,0,4,30,4,30,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-200.175.2.130-80-46281-6,200.175.2.130,46281,192.168.3.130,80,6,9/1/2020 16:30,10762,4,4,30.0,30.0,30,0,7.5,15.0,30,0,7.5,15.0,5575.171901,743.3562535,1537.428571,2099.981576,4849.0,23.0,5884.0,1961.333333,2249.868515,4558.0,593.0,5862.0,1954.0,3163.423936,5605.0,29.0,0,0,0,0,128,144,371.6781267,371.6781267,0,30,6.666666667,13.22875656,175.0,0,1,0,0,0,0,0,0,1,7.5,7.5,7.5,0,0,0,0,0,0,4,30,4,30,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-79.38.2.74-0-0-0,79.38.2.74,0,192.168.3.130,0,0,10/1/2020 5:56,24,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,24.0,24.0,0,0,0,0,0,0,0.0,83333.33333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-20.119.156.145-0-0-0,20.119.156.145,0,192.168.3.130,0,0,10/1/2020 5:56,16,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0,0,0,0,0,0,0.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-91.190.217.146-55278-443-6,192.168.20.133,55278,91.190.217.146,443,6,7/2/2020 14:02,70689752,20,23,3887.0,9934.0,805,0,194.35,334.5421498,2440,0,431.9130435,746.235395,195.5163176,0.60829185,1683089.333,3727343.106,10200000.0,-66.0,62600000.0,3295294.684,4817402.0030000005,10200000.0,2.0,70700000.0,3213170.545,4796508.4180000005,11000000.0,2.0,0,0,0,0,400,484,0.282926442,0.325365408,0,2440,314.1136364,592.2410812999998,350749.4984,0,1,0,0,0,0,0,0,1,321.4186047,194.35,431.9130435,0,0,0,0,0,0,20,3887,23,9934,-1,64240,6,0,216761.2857,398465.4173,1026657.0,2058.0,9881774.714,813308.1126,10200000.0,8050985.0,Normal
192.168.20.133-209.85.203.148-36132-443-6,209.85.203.148,443,192.168.20.133,36132,6,5/2/2020 14:17,3063,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,979.4319295,1531.5,1970.706599,2925.0,138.0,2925.0,2925.0,0.0,2925.0,2925.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,652.9546197000001,326.4773098,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-200.175.2.130-1521-44987-6,200.175.2.130,44987,192.168.3.130,1521,6,9/1/2020 17:32,8,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,0,60,0.0,250000.0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
135.148.138.191-192.168.3.130-0-0-0,135.148.138.191,0,192.168.3.130,0,0,10/1/2020 5:57,69,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28985.50725,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,69.0,69.0,0,0,0,0,0,0,0.0,28985.50725,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
157.48.150.130-192.168.3.130-0-0-0,157.48.150.130,0,192.168.3.130,0,0,10/1/2020 5:57,15,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,0,0,0.0,133333.3333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-572-32817-6,200.175.2.130,32817,192.168.3.130,572,6,9/1/2020 17:32,4,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,0,60,0.0,500000.0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-108.137.227.17-0-0-0,108.137.227.17,0,192.168.3.130,0,0,10/1/2020 5:57,35,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,0,0,0,0,0,0,0.0,57142.85714,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.20.133-34.95.120.147-51896-443-6,34.95.120.147,443,192.168.20.133,51896,6,5/2/2020 14:52,3628,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,826.9018743,1814.0,1848.377126,3121.0,507.0,3121.0,3121.0,0.0,3121.0,3121.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,551.2679162000002,275.63395810000003,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.133-192.168.20.2-58380-53-17,192.168.20.133,58380,192.168.20.2,53,17,7/2/2020 14:35,5101,1,3,33.0,741.0,33,33,33.0,0.0,372,33,247.0,186.2015038,151734.9539,784.1599686000001,1700.3333329999996,2482.992616,4550.0,2.0,0.0,0.0,0.0,0.0,0.0,5101.0,2550.5,3604.123264,5099.0,2.0,0,0,0,0,8,24,196.0399922,588.1199765,33,372,161.4,176.27904019999997,31074.3,0,0,0,0,0,0,0,0,3,201.75,33.0,247.0,0,0,0,0,0,0,1,33,3,741,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.133-192.168.20.2-50681-53-17,192.168.20.133,50681,192.168.20.2,53,17,7/2/2020 13:50,2823,1,3,42.0,754.0,42,42,42.0,0.0,362,42,251.3333333,181.3872469,281969.536,1416.932341,941.0,1340.0,2481.0,41.0,0.0,0.0,0.0,0.0,0.0,2823.0,1411.5,1570.484161,2522.0,301.0,0,0,0,0,8,24,354.2330854,1062.699256,42,362,167.6,172.0372053,29596.8,0,0,0,0,0,0,0,0,3,209.5,42.0,251.3333333,0,0,0,0,0,0,1,42,3,754,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.133-74.125.193.138-38206-443-6,192.168.20.133,38206,74.125.193.138,443,6,5/2/2020 13:30,18078,7,7,793.0,225.0,517,0,113.2857143,190.897629,156,0,32.14285714,60.36673635,56311.53889,774.4219492999998,1390.615385,1857.725739,6121.0,23.0,13590.0,2265.0,2848.043469,7427.0,37.0,17743.0,2957.166667,1952.981661,6121.0,758.0,0,0,0,0,140,164,387.2109747,387.2109747,0,517,67.86666667,138.485619,19178.26667,0,1,0,0,0,0,0,0,1,72.71428571,113.2857143,32.14285714,0,0,0,0,0,0,7,793,7,225,-1,64240,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.3.130-110.199.201.94-0-0-0,110.199.201.94,0,192.168.3.130,0,0,10/1/2020 5:56,57,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7193,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,57.0,57.0,0,0,0,0,0,0,0.0,35087.7193,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-93.174.120.37-0-0-0,93.174.120.37,0,192.168.3.130,0,0,10/1/2020 5:57,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-40963-6,192.168.3.130,80,200.175.2.130,40963,6,9/1/2020 16:31,62491972,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.960123326,0.160020554,6943552.444,20800000.0,62500000.0,9.0,15072.0,7536.0,10510.4352,14968.0,104.0,62500000.0,10400000.0,25500000.0,62500000.0,1408.0,0,0,0,0,104,232,0.0480061659999999,0.112014388,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,1701.0,0.0,1701.0,1701.0,62500000.0,0.0,62500000.0,62500000.0,Probe
192.168.3.130-200.175.2.130-80-42355-6,200.175.2.130,42355,192.168.3.130,80,6,9/1/2020 16:29,5101,4,4,30.0,30.0,30,0,7.5,15.0,30,0,7.5,15.0,11762.39953,1568.319937,728.7142857000001,942.1308675,2280.0,19.0,3206.0,1068.666667,1198.601824,2449.0,291.0,2355.0,785.0,1215.068311,2186.0,19.0,0,0,0,0,128,144,784.1599686000001,784.1599686000001,0,30,6.666666667,13.22875656,175.0,0,1,0,0,0,0,0,0,1,7.5,7.5,7.5,0,0,0,0,0,0,4,30,4,30,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-200.175.2.130-80-40468-6,192.168.3.130,80,200.175.2.130,40468,6,9/1/2020 16:33,14717,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,135.89726169999997,14717.0,0.0,14717.0,14717.0,0.0,0.0,0.0,0.0,0.0,14717.0,14717.0,0.0,14717.0,14717.0,0,0,0,0,0,64,0.0,135.89726169999997,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-200.175.2.130-80-33907-6,192.168.3.130,80,200.175.2.130,33907,6,9/1/2020 16:32,67290,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,891.6629514,148.6104919,7476.666667,8550.397432,21071.0,9.0,44721.0,22360.5,3014.396208,24492.0,20229.0,67290.0,11215.0,12922.86533,32622.0,508.0,0,0,0,0,104,232,44.58314757,104.0273443,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-200.175.2.130-80-42192-6,192.168.3.130,80,200.175.2.130,42192,6,9/1/2020 16:32,7884,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,253.6783359,7884.0,0.0,7884.0,7884.0,0.0,0.0,0.0,0.0,0.0,7884.0,7884.0,0.0,7884.0,7884.0,0,0,0,0,0,64,0.0,253.6783359,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
143.161.33.153-192.168.3.130-0-0-0,143.161.33.153,0,192.168.3.130,0,0,10/1/2020 5:56,35,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,0,0,0,0,0,0,0.0,57142.85714,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-3151-56504-6,200.175.2.130,56504,192.168.3.130,3151,6,9/1/2020 17:59,13,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.1538,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,0,0,0,0,0,40,0.0,153846.1538,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-123.208.227.93-0-0-0,123.208.227.93,0,192.168.3.130,0,0,10/1/2020 5:57,12,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0,0,0,0,0,0,0.0,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-37127-6,192.168.3.130,80,200.175.2.130,37127,6,9/1/2020 16:30,61631674,3,7,30.0,30.0,30,0,10.0,17.32050808,30,0,4.285714286,11.33893419,0.973525399,0.162254233,6847963.778,20500000.0,61500000.0,8.0,58612.0,29306.0,2019.4969670000005,30734.0,27878.0,61600000.0,10300000.0,25100000.0,61500000.0,664.0,0,0,0,0,104,232,0.04867627,0.113577963,0,30,5.454545455,12.13559752,147.2727273,1,0,0,0,1,0,0,0,2,6.0,10.0,4.285714286,0,0,0,0,0,0,3,30,7,30,-1,63,1,0,2091.0,0.0,2091.0,2091.0,61500000.0,0.0,61500000.0,61500000.0,Probe
192.168.20.133-192.168.20.2-44769-53-17,192.168.20.133,44769,192.168.20.2,53,17,5/2/2020 14:20,3350,1,3,34.0,647.0,34,34,34.0,0.0,438,34,215.6666667,205.047149,203283.5821,1194.029851,1116.666667,1375.709756,2670.0,52.0,0.0,0.0,0.0,0.0,0.0,3350.0,1675.0,1480.6816,2722.0,628.0,0,0,0,0,8,24,298.5074627,895.5223881000001,34,438,143.0,175.8493674,30923.0,0,0,0,0,0,0,0,0,3,178.75,34.0,215.6666667,0,0,0,0,0,0,1,34,3,647,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
192.168.20.133-74.125.193.94-52718-443-6,192.168.20.133,52718,74.125.193.94,443,6,5/2/2020 12:29,79728759,16,24,759.0,13025.0,114,0,47.4375,45.19434884,3900,0,542.7083332999998,966.2182884,172.8861727,0.5017010239999999,2044327.154,8674657.338,52400000.0,-73.0,79400000.0,5291940.267,13600000.0,52400000.0,3.0,79700000.0,3466467.7830000008,11200000.0,52400000.0,1.0,0,1,0,0,320,480,0.200680409,0.301020614,0,3900,337.3170732,773.7042212,598618.2220000001,0,0,0,1,1,0,0,0,1,345.75,47.4375,542.7083332999998,0,0,0,0,0,0,16,759,24,13025,-1,64240,10,0,1805695.667,2599225.529,4788347.0,24859.0,24800000.0,24100000.0,52400000.0,8108444.0,Normal
185.127.17.56-192.168.20.133-443-57172-6,185.127.17.56,443,192.168.20.133,57172,6,5/2/2020 14:21,3155,3,3,3900.0,0.0,2600,0,1300.0,1300.0,0,0,0.0,0.0,1236133.122,1901.743265,631.0,977.1028605,2308.0,2.0,2473.0,1236.5,1515.329832,2308.0,165.0,3155.0,1577.5,1069.85256,2334.0,821.0,0,0,0,0,60,60,950.8716323,950.8716323,0,2600,557.1428571,1022.83453,1046190.476,0,0,0,0,1,0,0,0,1,650.0,1300.0,0.0,0,0,0,0,0,0,3,3900,3,0,-1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
191.29.132.221-192.168.3.130-0-0-0,191.29.132.221,0,192.168.3.130,0,0,10/1/2020 5:57,16,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0,0,0,0,0,0,0.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.3.130-200.175.2.130-80-46411-6,192.168.3.130,80,200.175.2.130,46411,6,9/1/2020 16:33,3896,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,513.3470226,3896.0,0.0,3896.0,3896.0,0.0,0.0,0.0,0.0,0.0,3896.0,3896.0,0.0,3896.0,3896.0,0,0,0,0,0,64,0.0,513.3470226,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Probe
192.168.3.130-30.234.71.191-0-0-0,30.234.71.191,0,192.168.3.130,0,0,10/1/2020 5:57,16,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0,0,0,0,0,0,0.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
